RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
47967,LEXI,F,3/1/13 0:00,Vizsla,Manhattan,10009,106,44,MN50,4,12,27,1/16/16,1/16/17
47968,LEXY,F,4/1/12 0:00,Pit Bull Mix,Bronx,10468,205,239,BX40,14,15,33,1/16/16,1/16/17
47969,LANA,F,9/1/13 0:00,Unknown,Bronx,10471,208,345,BX22,11,16,34,1/16/16,1/29/17
47970,LARA,F,11/1/01 0:00,Pomeranian,Bronx,10460,206,367,BX17,17,15,33,1/16/16,1/16/17
47971,ZACHARY,M,3/1/10 0:00,Unknown,Manhattan,10026,110,190,MN11,9,13,30,1/16/16,2/28/17
47972,ZEUS,M,2/1/13 0:00,German Shepherd Dog,Brooklyn,11220,310,30,BK31,43,11,22,1/16/16,1/16/17
47973,WINNIE,F,4/1/10 0:00,Pomeranian,Brooklyn,11238,308,217,BK61,35,9,20,1/16/16,1/16/19
47974,NAME NOT PROVIDED,M,10/1/15 0:00,Shiba Inu,Queens,11358,411,1417,QN48,20,6,11,1/16/16,1/16/17
47975,NAZGUL,F,11/1/14 0:00,French Bulldog,Manhattan,10025,109,19701,MN09,7,10,30,1/16/16,1/16/17
47976,WATSON,M,11/1/08 0:00,Unknown,Manhattan,10014,102,73,MN23,3,10,27,1/16/16,3/1/17
47977,WATSON ,M,1/1/02 0:00,Pug,Brooklyn,11201,,NULL,NULL,,,,1/16/16,12/30/16
47978,MOOSE,M,3/1/12 0:00,Unknown,Brooklyn,11215,307,169,BK40,39,9,21,1/16/16,2/6/17
47979,MOXIE,F,10/1/14 0:00,Boxer,Manhattan,10019,,NULL,NULL,,,,1/16/16,1/16/19
47980,KUKU,M,9/1/15 0:00,Pomeranian,Queens,11355,407,1205,QN52,20,6,16,1/16/16,1/16/17
47981,MR. ,M,12/1/06 0:00,Papillon,Staten Island,10305,501,8,SI37,49,11,23,1/16/16,12/26/16
47982,MUPI ,M,10/1/10 0:00,Maltese,Queens,11375,406,71305,QN17,29,6,16,1/16/16,2/26/17
47983,MURPHY,M,3/1/04 0:00,Unknown,Brooklyn,11215,306,167,BK37,39,9,21,1/16/16,3/15/17
47984,NAME NOT PROVIDED,F,11/1/15 0:00,Shih Tzu,Brooklyn,11223,315,398,BK26,47,11,22,1/16/16,1/16/17
47985,ROCKY,M,4/1/15 0:00,Shih Tzu Crossbreed,Bronx,10467,211,33201,BX07,15,14,34,1/16/16,1/16/17
47986,VELLA,F,8/1/06 0:00,Black and Tan Coonhound,Brooklyn,11225,309,325,BK63,35,9,20,1/16/16,1/16/17
47987,ROMEO,M,1/1/13 0:00,Chihuahua Crossbreed,Manhattan,10029,111,17401,MN33,9,13,30,1/16/16,1/16/17
47988,ROMEO,M,11/1/15 0:00,Yorkshire Terrier,Staten Island,10314,501,30301,SI12,49,11,23,1/16/16,1/16/17
47989,ROXY,F,8/1/12 0:00,Puggle,Manhattan,10128,108,14602,MN32,5,12,28,1/16/16,12/20/17
47990,ROXY,F,3/1/08 0:00,Unknown,Bronx,10462,211,228,BX49,13,14,34,1/16/16,1/26/17
47991,KATYDID,F,1/1/10 0:00,Siberian Husky,Manhattan,10128,108,152,MN32,5,12,28,1/16/16,1/16/17
47992,COOPER,M,9/1/14 0:00,German Shepherd Crossbreed,Manhattan,10024,107,161,MN12,6,10,29,1/16/16,2/28/17
47993,COOPER,M,8/1/08 0:00,Shih Tzu Crossbreed,Manhattan,10010,105,56,MN13,2,12,28,1/16/16,1/16/18
47994,BANDIT,M,10/1/06 0:00,Whippet,Manhattan,10010,106,60,MN50,4,12,27,1/16/16,1/16/17
47995,COOKIE ,F,1/1/01 0:00,Maltese,Manhattan,10021,108,120,MN40,4,12,28,1/16/16,2/28/17
47996,FOSCOE,M,10/1/11 0:00,Labrador Retriever Crossbreed,Staten Island,10309,503,226,SI11,51,11,24,1/16/16,1/16/17
47997,LILY,F,12/1/14 0:00,German Shepherd Crossbreed,Manhattan,10018,104,115,MN15,3,10,31,1/16/16,1/16/17
47998,LILY ,F,9/1/14 0:00,Labrador Retriever,Staten Island,10309,503,20801,SI32,51,11,24,1/16/16,1/1/18
47999,LINDSEY ,F,1/1/02 0:00,Labrador Retriever Crossbreed,Brooklyn,11210,314,754,BK43,45,9,17,1/16/16,12/30/16
48000,LINK,M,11/1/09 0:00,Akita,Manhattan,10009,106,44,MN50,4,12,27,1/16/16,1/2/17
48001,LITTLE ,M,1/1/06 0:00,Unknown,Staten Island,10301,501,33,SI08,49,11,23,1/16/16,2/11/17
48002,LOLA,F,1/1/13 0:00,Pomeranian,Manhattan,10037,111,210,MN34,9,13,30,1/16/16,1/16/17
48003,LOLA,F,6/1/15 0:00,Puggle,Manhattan,10025,107,189,MN12,7,13,30,1/16/16,1/16/17
48004,ARCHIE ,F,7/1/09 0:00,Labrador Retriever,Manhattan,10030,110,230,MN03,9,13,30,1/16/16,2/26/17
48005,ANGUS ,M,6/1/14 0:00,Scottish Terrier,Manhattan,10001,105,95,MN17,3,12,27,1/16/16,2/17/17
48006,EWOK,F,11/1/11 0:00,"Bull Dog, French",Brooklyn,11221,304,415,BK78,34,7,18,1/16/16,3/1/17
48007,AGGIE,F,5/1/15 0:00,Labrador Retriever Crossbreed,Manhattan,10128,108,15002,MN40,4,12,28,1/16/16,1/16/17
48008,LUCAYA,F,1/1/08 0:00,Unknown,Brooklyn,11215,306,167,BK37,39,9,21,1/16/16,3/15/17
48009,STITCH,F,6/1/09 0:00,"Bull Dog, French",Brooklyn,11221,304,415,BK78,34,7,18,1/16/16,3/1/17
48010,STEVIE ,M,1/1/15 0:00,Beagle,Brooklyn,11238,303,233,BK75,35,8,25,1/16/16,1/16/17
48011,TAHINI,F,7/1/09 0:00,Pit Bull Mix,Bronx,10460,206,220,BX17,15,15,32,1/16/16,1/16/17
48012,GEORGE,M,5/1/12 0:00,Pit Bull Mix,Manhattan,10024,107,173,MN12,6,10,29,1/16/16,1/16/17
48013,CECI ,F,12/1/13 0:00,Jack Russell Terrier,Manhattan,10032,112,241,MN36,7,13,31,1/16/16,1/31/17
48014,OAKLEY ,M,12/1/14 0:00,Doberman Pinscher,Queens,11435,412,208,QN61,27,5,10,1/16/16,1/16/17
48015,OSCAR,M,5/1/11 0:00,Unknown,Staten Island,10305,501,8,SI37,49,11,23,1/16/16,7/17/17
48016,OREO,M,11/1/15 0:00,Shih Tzu,Brooklyn,11203,309,87401,BK60,41,9,20,1/16/16,1/16/17
48017,OPIE,M,1/1/07 0:00,Yorkshire Terrier,Staten Island,10309,503,20803,SI32,51,11,24,1/16/16,2/25/17
48018,OSCAR,M,7/1/09 0:00,Brussels Griffon,Manhattan,10019,104,133,MN15,3,10,27,1/17/16,2/11/17
48019,GIZMO ,M,5/1/07 0:00,Shih Tzu,Bronx,10454,201,41,BX39,8,15,29,1/17/16,1/15/17
48020,GIZMO,M,9/1/12 0:00,Maltese,Queens,11379,405,619,QN21,30,6,15,1/17/16,3/14/17
48021,GRACIE ,F,10/1/13 0:00,Labrador Retriever Crossbreed,Queens,11377,402,249,QN63,26,14,12,1/17/16,12/13/20
48022,BUDDY,M,6/1/15 0:00,Labrador Retriever Crossbreed,Brooklyn,11235,315,608,BK17,48,8,23,1/17/16,1/17/17
48023,CALLI,F,1/1/11 0:00,Shiba Inu,Manhattan,10011,104,81,MN13,3,12,27,1/17/16,2/11/17
48024,GEORGE ,M,3/1/14 0:00,Pomeranian,Manhattan,10012,102,49,MN24,1,10,26,1/17/16,1/17/18
48025,GEORGIA,F,4/1/11 0:00,Pointer,Manhattan,10021,,NULL,NULL,,,,1/17/16,1/4/17
48026,SOPHIE,F,5/1/10 0:00,"Schnauzer, Miniature",Brooklyn,11211,301,519,BK73,33,12,18,1/17/16,2/8/17
48027,SOLEADO,M,9/1/15 0:00,Poodle Crossbreed,Queens,11102,401,79,QN71,22,12,12,1/17/16,1/17/17
48028,SWEET ,F,5/1/08 0:00,Pit Bull,Manhattan,10065,108,122,MN40,4,12,28,1/17/16,1/17/21
48029,STITCH ,M,12/1/14 0:00,Yorkshire Terrier,Manhattan,10009,103,20,MN28,2,7,26,1/17/16,1/27/18
48030,PETER,F,4/1/14 0:00,Yorkshire Terrier,Brooklyn,11233,303,381,BK61,41,8,25,1/17/16,1/17/17
48031,PICASSO,M,12/1/11 0:00,Bichon Frise,Manhattan,10023,107,157,MN14,6,10,27,1/17/16,3/7/18
48032,PICKLE,M,12/1/10 0:00,Beagle,Brooklyn,11216,,NULL,NULL,,,,1/17/16,2/11/17
48033,SQUID,M,7/1/08 0:00,Pug,Manhattan,10009,103,32,MN22,2,12,27,1/17/16,2/19/18
48034,PARKER,M,1/1/07 0:00,Yorkshire Terrier,Brooklyn,11222,301,565,BK76,33,12,18,1/17/16,3/12/17
48035,PATRICK,M,10/1/15 0:00,German Shepherd Dog,Queens,11362,411,152902,QN45,23,3,11,1/17/16,1/17/17
48036,LUCKY,F,10/1/09 0:00,"Bull Dog, English",Bronx,10463,208,29301,BX29,11,16,34,1/17/16,12/24/16
48037,LUCA,M,2/1/09 0:00,Pomeranian,Queens,11354,407,1151,QN51,19,6,11,1/17/16,1/17/17
48038,LUCAS,M,12/1/13 0:00,Labrador Retriever,Manhattan,10013,101,39,MN24,1,10,26,1/17/16,3/10/16
48039,LUCILLE ,F,11/1/15 0:00,Shiba Inu,Manhattan,10036,104,129,MN15,3,10,27,1/17/16,1/17/17
48040,ANDEN ,M,9/1/06 0:00,Weimaraner,Bronx,10465,210,27401,BX10,13,14,34,1/17/16,12/31/16
48041,ANGEL ,F,1/1/01 0:00,Labrador Retriever Crossbreed,Staten Island,10302,501,251,SI28,50,11,24,1/17/16,2/28/17
48042,FLETCH,M,7/1/12 0:00,Labrador Retriever Crossbreed,Brooklyn,11218,307,500,BK40,39,9,21,1/17/16,1/17/17
48043,EVE,F,10/1/09 0:00,"Dachshund, Long Haired Miniature",Manhattan,10014,102,79,MN23,3,10,27,1/17/16,1/12/17
48044,ETHAN,M,5/1/09 0:00,Dachshund Smooth Coat Miniature,Manhattan,10014,102,79,MN23,3,10,27,1/17/16,1/17/17
48045,LOLLIPOP ,M,12/1/10 0:00,Shih Tzu Crossbreed,Queens,11414,410,6202,QN57,32,8,15,1/17/16,1/17/17
48046,LOKE ,M,6/1/11 0:00,Dachshund Smooth Coat Miniature,Manhattan,10009,106,44,MN50,4,12,27,1/17/16,3/12/17
48047,LILY,F,3/1/05 0:00,Havanese,Manhattan,10128,111,15802,MN33,5,12,29,1/17/16,1/17/19
48048,FRECKLE,F,2/1/10 0:00,"Dachshund, Long Haired Miniature",Manhattan,10027,109,21303,MN06,9,13,30,1/17/16,1/17/17
48049,CODY,M,11/1/15 0:00,Shih Tzu,Staten Island,10305,502,2002,SI14,50,11,24,1/17/16,1/17/17
48050,COCOA,F,6/1/15 0:00,Unknown,Brooklyn,11213,308,345,BK61,36,9,25,1/17/16,1/17/17
48051,BANDIT ,M,1/1/04 0:00,Unknown,Bronx,10462,209,92,BX59,18,14,34,1/17/16,2/28/17
48052,ASTRO,M,9/1/13 0:00,Pit Bull Mix,Brooklyn,11215,306,165,BK37,39,9,21,1/17/16,2/24/17
48053,BAILEY,F,12/1/09 0:00,Unknown,Manhattan,10065,108,118,MN31,5,12,28,1/17/16,1/13/18
48054,KING,M,11/1/13 0:00,Labrador Retriever Crossbreed,Staten Island,10314,502,27704,SI24,50,11,24,1/17/16,2/16/17
48055,KENLEY,M,12/1/01 0:00,Golden Retriever,Queens,11105,401,137,QN72,22,14,12,1/17/16,1/15/17
48056,KAYCIE ,F,6/1/06 0:00,Maltese,Queens,11372,403,279,QN28,25,14,13,1/17/16,2/28/17
48057,ROVER ,M,1/1/04 0:00,"Poodle, Standard",Brooklyn,11230,311,440,BK46,44,10,17,1/17/16,12/30/16
48058,ROGUE,F,8/1/09 0:00,German Shepherd Dog,Staten Island,10312,503,17009,SI48,51,11,24,1/17/16,3/12/17
48059,VINNIE ,M,1/1/05 0:00,Unknown,Queens,11375,406,71305,QN17,29,6,16,1/17/16,2/28/17
48060,MR ,M,9/1/03 0:00,Chihuahua,Manhattan,10032,112,245,MN36,7,13,31,1/17/16,1/17/21
48061,MORSIE,F,4/1/10 0:00,Yorkshire Terrier,Brooklyn,11230,311,440,BK46,44,10,17,1/17/16,1/16/17
48062,MOOKIE,M,6/1/13 0:00,"Collie, Border",Brooklyn,11237,304,429,BK77,37,7,18,1/17/16,2/6/17
48063,WALLACE ,M,11/1/09 0:00,Portuguese Water Dog,Manhattan,10036,104,129,MN15,3,10,27,1/17/16,2/9/17
48064,WALTER,M,10/1/13 0:00,Unknown,Manhattan,10013,102,47,MN24,1,10,26,1/17/16,1/22/17
48065,WESA,F,9/1/09 0:00,Unknown,Manhattan,10024,107,167,MN12,6,10,29,1/17/16,3/5/17
48066,NEO,M,9/1/13 0:00,Shih Tzu Crossbreed,Manhattan,10023,107,161,MN12,6,10,29,1/17/16,1/17/17
48067,NEENA,F,9/1/15 0:00,Terrier Crossbreed,Manhattan,10001,104,99,MN13,3,10,27,1/17/16,1/17/17
48068,NAME NOT PROVIDED,M,11/1/15 0:00,Pomeranian,Brooklyn,11214,311,270,BK28,44,10,22,1/17/16,1/17/17
48069,NAME NOT PROVIDED,M,11/1/15 0:00,Shih Tzu,Brooklyn,11214,311,278,BK28,47,11,22,1/17/16,1/17/17
48070,NIKKI,F,9/1/10 0:00,Cocker Spaniel,Queens,11360,407,99701,QN47,19,3,11,1/17/16,2/8/17
48072,WINSTON,M,10/1/13 0:00,Yorkshire Terrier,Queens,11358,407,1147,QN51,19,6,11,1/17/16,1/30/17
48073,ZOEY,F,8/1/15 0:00,Miniature Schnauzer,Brooklyn,11223,315,37401,BK26,47,11,23,1/17/16,1/17/17
48074,ZIGGY,F,6/1/15 0:00,German Shepherd Dog,Brooklyn,11205,302,543,BK99,35,8,26,1/17/16,1/17/17
48075,YOGI,F,10/1/04 0:00,Pug,Brooklyn,11218,307,504,BK40,39,9,21,1/17/16,2/17/17
48076,LAMBDA,F,9/1/10 0:00,Unknown,Bronx,10451,201,51,BX39,8,15,29,1/17/16,3/2/17
48077,LEXIE,F,12/1/13 0:00,Miniature Pinscher,Manhattan,10150,,NULL,NULL,,,,1/17/16,1/17/21
48078,DINO,M,1/1/10 0:00,Wire Fox Terrier,Brooklyn,11222,301,589,BK76,33,12,26,1/17/16,3/1/17
48079,DEXTER,M,2/1/10 0:00,Dachshund Smooth Coat Miniature,Manhattan,10027,109,21303,MN06,9,13,30,1/17/16,1/17/17
48080,DOLLAR,M,4/1/15 0:00,Labrador Retriever Crossbreed,Manhattan,10023,,NULL,NULL,,,,1/17/16,1/17/17
48081,DIXIE-BOOBI,F,8/1/15 0:00,Cardigan Welsh Corgi,Brooklyn,11206,301,511,BK90,34,7,18,1/17/16,1/17/17
48082,DANNY,M,5/1/07 0:00,Unknown,Queens,11368,404,43701,QN25,21,14,13,1/17/16,1/17/17
48083,DAMMY ,M,9/1/05 0:00,Yorkshire Terrier,Queens,11106,401,53,QN70,26,12,12,1/17/16,2/28/17
48084,DAYLE,F,7/1/04 0:00,Jack Russell Terrier,Manhattan,10038,101,1501,MN25,1,10,26,1/17/16,1/16/17
48085,DAWN,F,12/1/12 0:00,Rottweiler,Queens,11379,405,679,QN21,30,6,15,1/17/16,2/18/17
48086,BOSCO,M,11/1/09 0:00,Yorkshire Terrier,Queens,11413,413,680,QN03,31,5,10,1/17/16,11/8/16
48087,MEEKA,F,10/1/15 0:00,Shiba Inu,Bronx,10462,209,21001,BX46,18,14,32,1/17/16,1/17/17
48088,MEESHU,M,9/1/07 0:00,Yorkshire Terrier,Brooklyn,11222,301,565,BK76,33,12,18,1/17/16,3/12/17
48089,MIA,F,11/1/15 0:00,"Bull Dog, English",Queens,11372,403,277,QN28,25,14,13,1/17/16,1/17/17
48090,MÍA ,F,4/1/13 0:00,Silky Terrier,Queens,11419,409,118,QN54,28,5,10,1/17/16,1/17/17
48091,JACK ,M,10/1/15 0:00,"Poodle, Miniature",Bronx,10475,210,46201,BX13,12,16,36,1/17/16,1/17/17
48092,IZZY,F,8/1/10 0:00,Shih Tzu,Brooklyn,11238,302,231,BK69,35,8,25,1/17/16,2/24/17
48093,JAKE,M,10/1/07 0:00,"Bull Dog, French",Manhattan,10010,106,64,MN21,2,12,28,1/17/16,1/30/17
48094,CHASE,M,11/1/15 0:00,Shih Tzu,Manhattan,10029,111,180,MN34,8,13,30,1/17/16,1/17/17
48095,CHANCE,M,11/1/13 0:00,Belgian Malinois,Queens,11106,401,53,QN70,22,12,12,1/17/16,1/17/17
48096,SAMANTHA,F,6/1/12 0:00,German Shepherd Crossbreed,Manhattan,10025,107,181,MN12,6,10,30,1/17/16,3/3/17
48097,SAMMIE,M,10/1/11 0:00,Havanese,Queens,11372,403,279,QN28,21,14,13,1/17/16,2/28/17
48098,MIDAS,M,11/1/15 0:00,Labradoodle,Brooklyn,11201,302,9,BK09,33,7,26,1/17/16,1/17/18
48099,COCO ,F,10/1/12 0:00,Lhasa Apso,Manhattan,10023,107,157,MN14,6,10,27,1/17/16,1/29/17
48100,JASPER,M,11/1/09 0:00,"Schnauzer, Miniature",Manhattan,10021,108,128,MN40,4,12,28,1/17/16,3/15/17
48101,CHIP ,M,7/1/04 0:00,Jack Russell Terrier,Manhattan,10038,101,1501,MN25,1,10,26,1/17/16,1/16/17
48102,CHOPO,M,3/1/15 0:00,Chow Chow,Brooklyn,11226,314,50801,BK42,40,9,21,1/17/16,1/17/17
48103,MOLLY,F,12/1/10 0:00,Miniature Pinscher,Brooklyn,11222,301,571,BK76,33,12,26,1/17/16,3/1/19
48104,MOLLY,F,7/1/15 0:00,German Shepherd Crossbreed,Brooklyn,11209,310,36,BK31,43,11,22,1/17/16,1/17/17
48105,PRINCESS,F,9/1/14 0:00,Pit Bull,Bronx,10460,206,36501,BX17,15,15,33,1/17/16,1/19/17
48106,TEDDY,M,10/1/15 0:00,Labradoodle,Staten Island,10306,502,181,SI24,50,11,24,1/17/16,1/17/17
48107,PIPO,M,4/1/13 0:00,Chihuahua,Manhattan,10037,110,208,MN03,9,13,30,1/17/16,1/17/21
48108,PIPER,F,10/1/14 0:00,Labrador Retriever Crossbreed,Manhattan,10128,108,14402,MN32,5,12,28,1/17/16,2/1/17
48109,TOBY,M,10/1/09 0:00,Norwich Terrier,Manhattan,10034,112,295,MN01,10,13,31,1/17/16,3/14/17
48110,TOBY,M,10/1/15 0:00,Yorkshire Terrier,Manhattan,10033,112,265,MN36,10,13,31,1/17/16,1/17/17
48111,TINA ,F,1/1/04 0:00,Pit Bull,Brooklyn,11222,301,579,BK76,33,12,18,1/17/16,1/17/17
48112,TIGER,F,10/1/15 0:00,Havanese,Queens,11355,407,1167,QN51,20,6,16,1/17/16,1/17/17
48113,LYLA,F,1/1/14 0:00,Labrador Retriever,Manhattan,10128,108,154,MN32,5,12,29,1/17/16,1/17/17
48114,LUKE,M,12/1/14 0:00,Beagle Crossbreed,Manhattan,10035,111,188,MN34,8,13,29,1/17/16,1/17/17
48115,LUKE,M,7/1/14 0:00,Labrador Retriever Crossbreed,Staten Island,10308,503,13203,SI54,51,11,24,1/17/16,12/30/16
48116,LUCY ,F,7/1/07 0:00,Havanese,Manhattan,10128,108,15601,MN32,5,12,29,1/17/16,2/25/17
48117,ELI,M,6/1/10 0:00,"Dachshund, Long Haired Miniature",Manhattan,10014,102,79,MN23,3,10,27,1/17/16,1/17/17
48118,EASTON,M,4/1/09 0:00,"Dachshund, Long Haired Miniature",Manhattan,10014,102,79,MN23,3,10,27,1/17/16,1/17/17
48119,EDDIE,M,3/1/03 0:00,"Bull Dog, French",Manhattan,10001,105,95,MN17,3,12,27,1/17/16,3/13/17
48120,DUKE ,M,7/1/06 0:00,German Shepherd Dog,Brooklyn,11224,313,336,BK21,47,8,23,1/17/16,1/19/17
48121,BELLA,F,8/1/13 0:00,Chihuahua,Manhattan,10011,105,54,MN13,3,12,27,1/17/16,3/3/17
48122,BELLA ,F,7/1/14 0:00,Shih Tzu,Manhattan,10022,105,11203,MN19,4,12,28,1/17/16,1/17/19
48123,BEAR,M,8/1/12 0:00,Pit Bull,Bronx,10469,211,348,BX31,13,14,36,1/17/16,1/17/17
48124,BAXLEY,M,8/1/10 0:00,Labrador Retriever Crossbreed,Brooklyn,11238,302,231,BK69,35,8,25,1/17/16,2/24/17
48125,BESSIE,F,9/1/09 0:00,"Bull Dog, French",Manhattan,10010,106,64,MN21,2,12,28,1/17/16,2/14/17
48126,BETTY,F,5/1/07 0:00,Pug,Manhattan,10010,106,68,MN21,2,12,28,1/17/16,2/24/17
48127,BLIZZARD ,M,4/1/15 0:00,American Eskimo dog,Brooklyn,11237,304,429,BK77,37,7,18,1/17/16,1/17/17
48128,BLACK ,M,8/1/07 0:00,Cairn Terrier,Bronx,10472,209,4001,BX55,18,15,32,1/17/16,2/4/17
48129,BOBO,M,11/1/03 0:00,Basenji,Queens,11105,401,115,QN72,22,14,12,1/17/16,4/6/21
48130,BOBBIE,F,8/1/07 0:00,Airedale Terrier,Bronx,10469,211,316,BX31,13,14,34,1/17/16,3/13/17
48131,HANNAH ,F,10/1/12 0:00,Shih Tzu,Queens,11370,403,30903,QN28,25,14,13,1/17/16,1/13/17
48132,MARBLES,M,8/1/10 0:00,"Bull Dog, French",Manhattan,10009,103,32,MN22,2,12,27,1/17/16,2/19/18
48133,MANNY ,M,10/1/10 0:00,Chihuahua,Staten Island,10306,502,134,SI45,50,11,24,1/17/16,1/17/18
48134,HONDO,M,12/1/08 0:00,Airedale Terrier,Manhattan,10030,110,226,MN03,9,13,30,1/17/16,1/17/21
48135,HOLLY,F,11/1/12 0:00,Unknown,Brooklyn,11230,311,440,BK46,44,10,17,1/17/16,1/16/17
48136,HOLDEN ,M,6/1/13 0:00,Yorkshire Terrier,Bronx,10457,206,36902,BX17,17,15,33,1/17/16,2/17/18
48137,TYLER,M,1/1/05 0:00,Yorkshire Terrier,Brooklyn,11222,301,565,BK76,33,12,18,1/17/16,3/12/17
48138,MAX,M,10/1/09 0:00,Unknown,Bronx,10466,212,458,BX03,12,16,36,1/17/16,12/22/17
48139,REBEL,M,10/1/04 0:00,Golden Retriever,Staten Island,10306,503,138,SI25,50,11,24,1/17/16,1/9/17
48140,RAMESES ,M,6/1/12 0:00,Basenji,Queens,11105,401,115,QN72,22,14,12,1/17/16,1/3/21
48141,REX,M,9/1/12 0:00,Golden Retriever,Queens,11374,406,71702,QN18,29,6,16,1/17/16,1/17/18
48142,RILEY,F,6/1/15 0:00,Chihuahua Crossbreed,Staten Island,10305,501,2001,SI37,49,11,23,1/17/16,1/17/17
48143,TONY,M,9/1/13 0:00,Beagle Crossbreed,Queens,11434,412,330,QN02,31,5,10,1/17/16,1/17/17
48144,RAGNAR ,M,11/1/15 0:00,"Bull Dog, English",Manhattan,10011,104,89,MN13,3,10,27,1/18/16,1/18/17
48145,TWINKIE ,M,9/1/99 0:00,Yorkshire Terrier,Queens,11361,411,1113,QN46,19,6,11,1/18/16,2/28/17
48146,MAESTRO,M,9/1/12 0:00,Havanese,Manhattan,10016,106,88,MN19,4,12,28,1/18/16,2/12/17
48147,MANNY,M,8/1/14 0:00,Great Pyrenees,Brooklyn,11229,315,632,BK17,46,9,22,1/18/16,1/18/17
48148,MARI,F,11/1/08 0:00,Yorkshire Terrier,Manhattan,10031,109,229,MN04,7,13,31,1/18/16,2/19/17
48149,GUS,M,8/1/14 0:00,Tibetan Spaniel,Manhattan,10017,106,92,MN19,4,12,28,1/18/16,1/18/17
48150,HARDY,M,6/1/10 0:00,Pit Bull Mix,Bronx,10465,210,118,BX52,13,14,34,1/18/16,2/12/17
48151,HAPPY ,M,5/1/07 0:00,Yorkshire Terrier,Bronx,10458,207,40502,BX05,15,13,33,1/18/16,12/2/16
48152,HAPPY,M,11/1/14 0:00,Old English Sheepdog,Manhattan,10019,105,104,MN17,4,12,28,1/18/16,2/28/17
48153,BODE,M,10/1/11 0:00,Unknown,Brooklyn,11205,302,183,BK68,35,8,25,1/18/16,3/7/18
48154,BINGO,F,12/1/14 0:00,French Bulldog,Staten Island,10304,501,40,SI08,49,11,23,1/18/16,1/18/17
48155,BLU ,M,10/1/07 0:00,Terrier mix,Staten Island,10302,501,207,SI28,49,11,23,1/18/16,1/18/17
48156,BIGGIE,M,5/1/15 0:00,"Bull Dog, English",Manhattan,10010,106,66,MN20,2,12,27,1/18/16,1/18/17
48157,BENNETT,M,9/1/08 0:00,Miniature Pinscher,Bronx,10463,208,29302,BX29,11,16,34,1/18/16,1/6/17
48158,BENTLY,M,8/1/09 0:00,Beagle,Queens,11375,406,741,QN17,29,6,15,1/18/16,11/18/16
48159,BEAU,M,4/1/08 0:00,Brittany Spaniel,Brooklyn,11201,302,21,BK38,33,7,26,1/18/16,12/3/16
48160,BECH,M,12/1/10 0:00,Pit Bull Mix,Bronx,10457,204,167,BX01,16,15,33,1/18/16,1/18/17
48161,BEBE,F,2/1/09 0:00,Pointer,Manhattan,10031,109,225,MN04,7,13,31,1/18/16,5/18/17
48162,BELLA,F,1/1/07 0:00,Shih Tzu,Staten Island,10307,503,24401,SI11,51,11,24,1/18/16,1/22/17
48163,BELLE,F,1/1/07 0:00,Beagle,Manhattan,10128,108,15801,MN40,5,12,28,1/18/16,1/18/17
48164,DUTCH,M,4/1/09 0:00,Pit Bull,Queens,11421,409,10,QN53,32,7,15,1/18/16,1/4/17
48165,DOUDOU,M,5/1/13 0:00,American Eskimo dog,Queens,11365,411,140902,QN48,20,6,11,1/18/16,1/18/17
48166,DYLAN,M,11/1/08 0:00,Unknown,Brooklyn,11233,316,371,BK79,41,8,25,1/18/16,4/17/17
48167,ELLY ,F,1/1/09 0:00,Unknown,Queens,11105,401,97,QN72,22,14,12,1/18/16,2/20/16
48168,LUNA,F,4/1/13 0:00,Labrador Retriever Crossbreed,Manhattan,10025,109,205,MN09,7,10,30,1/18/16,12/23/20
48169,LUNA,F,11/1/10 0:00,Shih Tzu,Queens,11379,405,671,QN21,30,6,15,1/18/16,2/14/17
48170,THOMAS,M,7/1/12 0:00,Beagle Crossbreed,Brooklyn,11201,302,501,BK09,33,7,26,1/18/16,3/11/17
48171,TOBY,M,10/1/07 0:00,Yorkshire Terrier,Staten Island,10314,501,30301,SI12,49,11,23,1/18/16,2/5/17
48172,PIPPIN,M,6/1/12 0:00,Dachshund Smooth Coat Miniature,Brooklyn,11209,310,5601,BK31,43,11,22,1/18/16,1/8/18
48173,PINKY,F,5/1/13 0:00,Pit Bull,Brooklyn,11226,314,512,BK42,40,9,21,1/18/16,12/29/16
48174,MADDIE,F,10/1/09 0:00,Havanese,Manhattan,10023,107,155,MN14,6,10,27,1/18/16,3/1/17
48175,PRINCESS ,F,1/1/03 0:00,Jack Russell Terrier,Staten Island,10306,502,279,SI24,50,11,24,1/18/16,3/30/18
48176,SETH,M,11/1/05 0:00,Unknown,Brooklyn,11211,301,555,BK73,33,12,26,1/18/16,12/30/16
48177,SCRAPPY,M,1/1/06 0:00,"Poodle, Miniature",Queens,11357,407,991,QN49,19,3,11,1/18/16,12/9/16
48178,MOMO,F,10/1/10 0:00,Maltese,Queens,11354,407,919,QN23,19,14,11,1/18/16,1/25/18
48179,MISTY,F,9/1/15 0:00,Boston Terrier,Bronx,10475,210,46201,BX13,12,16,36,1/18/16,1/18/17
48180,MOLLY,F,10/1/10 0:00,Unknown,Staten Island,10306,503,12805,SI25,50,11,24,1/18/16,2/23/17
